"","UWI","Source","Survey.ID","Depth.Measured","Depth.True.Vertical","Drift.Angle","Drift.Direction","North.South.Coordinate.Distance","North.South.Coordinate.Direction","East.West.Coordinate.Distance","East.West.Coordinate.Direction","Type","Point.Type.Name","PRODFit.Formation.Code","PRODFit.Formation.Name","Surface_longitude","Surface_Latitude","Well.Name","Lease","ns_meter","ew_meter","LatitudeVector","LongitudeVector","UWI_10","MaxDepth","year","RowOrder","Nearest Distance","Formation"
"6528","42317409800000","PI","1",15203,-8547.99,87.47,346.95,6536.93,"N",1190.1,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",1992.456,-362.7425,32.3715,-101.9652,4231740980,-8561.56,NA,6528,63.76644,"WFMPA"
"6529","42317409800000","PI","1",15298,-8552.11,87.56,346.71,6629.34,"N",1211.72,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2020.623,-369.3322,32.37175,-101.9653,4231740980,-8561.56,NA,6529,63.76644,"WFMPA"
"6530","42317409800000","PI","1",15392,-8552.43,92.05,347.39,6720.93,"N",1232.78,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2048.54,-375.7514,32.37201,-101.9654,4231740980,-8561.56,NA,6530,63.76644,"WFMPA"
"6531","42317409800000","PI","1",15487,-8549.66,91.29,346.54,6813.44,"N",1254.2,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2076.736,-382.2801,32.37226,-101.9655,4231740980,-8561.56,NA,6531,63.76644,"WFMPA"
"6532","42317409800000","PI","1",15582,-8549.15,89.32,346.82,6905.88,"N",1276.09,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2104.912,-388.9522,32.37251,-101.9655,4231740980,-8561.56,NA,6532,63.76644,"WFMPA"
"6533","42317409800000","PI","1",15677,-8547.8,92.31,347.52,6998.49,"N",1297.18,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2133.14,-395.3805,32.37277,-101.9656,4231740980,-8561.56,NA,6533,63.76644,"WFMPA"
"6534","42317409800000","PI","1",15770,-8544.38,91.91,348.13,7089.33,"N",1316.78,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2160.828,-401.3546,32.37301,-101.9657,4231740980,-8561.56,NA,6534,63.76644,"WFMPA"
"6535","42317409800000","PI","1",15866,-8545.82,86.37,345.87,7182.82,"N",1338.36,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2189.323,-407.9321,32.37327,-101.9657,4231740980,-8561.56,NA,6535,63.76644,"WFMPA"
"6536","42317409800000","PI","1",15961,-8551.14,87.21,346.28,7274.88,"N",1361.18,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2217.383,-414.8877,32.37352,-101.9658,4231740980,-8561.56,NA,6536,63.76644,"WFMPA"
"6537","42317409800000","PI","1",16056,-8556.27,86.6,345.6,7366.9,"N",1384.23,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2245.431,-421.9133,32.37377,-101.9659,4231740980,-8561.56,NA,6537,63.76644,"WFMPA"
"6538","42317409800000","PI","1",16151,-8560.11,88.76,345.99,7458.91,"N",1407.52,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2273.476,-429.0121,32.37403,-101.966,4231740980,-8561.56,NA,6538,63.76644,"WFMPA"
"6539","42317409800000","PI","1",16167,-8560.43,88.94,346.01,7474.43,"N",1411.39,"W",NA,NA,NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2278.206,-430.1917,32.37407,-101.966,4231740980,-8561.56,NA,6539,63.76644,"WFMPA"
"6540","42317409800000","PI","1",16228,-8561.56,88.94,346.01,7533.62,"N",1426.14,"W","PE","PROJECTED, END POINT",NA,NA,-101.9614,32.3536,"PEELER C 14JM","PEELER",2296.247,-434.6875,32.37423,-101.966,4231740980,-8561.56,NA,6540,63.76644,"WFMPA"
"6541","42317409810000","PI","1",466,-465.99,0.8,124.59,0.56,"S",0.98,"E",NA,NA,NA,NA,-101.9626,32.35318,"PEELER D 16SA","PEELER",-0.170688,-0.298704,32.35318,-101.9626,4231740981,-8817.57,NA,6541,184.8382,"WFMPA"
"6542","42317409810000","PI","1",544,-543.98,0.74,141.53,1.26,"S",1.74,"E",NA,NA,NA,NA,-101.9626,32.35318,"PEELER D 16SA","PEELER",-0.384048,-0.530352,32.35317,-101.9626,4231740981,-8817.57,NA,6542,184.8382,"WFMPA"
"6543","42317409810000","PI","1",636,-635.98,0.59,156.74,2.16,"S",2.3,"E",NA,NA,NA,NA,-101.9626,32.35318,"PEELER D 16SA","PEELER",-0.658368,-0.70104,32.35317,-101.9626,4231740981,-8817.57,NA,6543,184.8382,"WFMPA"
