ATLANTIC EXPLORATION
ANADARKO
ANADARKO
NGL WATER SOLUTIONS PERMIAN
NGL WATER SOLUTIONS PERMIAN
NGL WATER SOLUTIONS PERMIAN
NGL WATER SOLUTIONS PERMIAN
NGL WATER SOLUTIONS PERMIAN
NGL WATER SOLUTIONS PERMIAN
KINDER MORGAN TEJAS PIPELINE
KINDER MORGAN TEJAS PIPELINE
PV OIL SERVICES
BASIN OPERATING
ROCKER A OPERATING
INDEPENDENCE RESOURCES MGMT
INDEPENDENCE RESOURCES MGMT
INDEPENDENCE RESOURCES MGMT
CALLON PETROLEUM
STEWARD ENERGY II
XTO ENERGY
BLACKBEARD OPERATING
BLACKBEARD OPERATING
CHEVRON
CHEVRON
CHEVRON
J CLEO THOMPSON
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
FDL OPERATING
RSP PERMIAN
HANNATHON PETROLEUM
HANNATHON PETROLEUM
ENDEAVOR ENERGY RESOURCES
PERMIAN DEEP ROCK OIL CO
MARSHALL R YOUNG OIL
CENTENNIAL RESOURCE PROD
CIMAREX
OXY USA
DIAMONDBACK E&P
DIAMONDBACK E&P
BHP BILLITON
ANADARKO
BHP BILLITON
NGL WATER SOLUTIONS PERMIAN
KINDER MORGAN TEJAS PIPELINE
KINDER MORGAN TEJAS PIPELINE
ATOKA OPERATING PERMIAN
J O C OPERATING
WILLIAMS OIL
WILLIAMS OIL
HALCON RESOURCES
WISHBONE O&G
SCALA ENERGY OPERATING
CONOCOPHILLIPS
CONOCOPHILLIPS
CONOCOPHILLIPS
CONOCOPHILLIPS
FDL OPERATING
FDL OPERATING
HGN OPERATING I
NA
PIONEER
PIONEER
PARSLEY ENERGY OPERATIONS
PARSLEY ENERGY OPERATIONS
XTO ENERGY
XTO ENERGY
XTO ENERGY
XTO ENERGY
FDL OPERATING
TAMARACK PETROLEUM COMPANY
